BestellungID;KundeID;VereinsPartnerID;Kaufdatum;Kreditkarte;GueltigBis;KKFirma;ProduktID;Menge;Preis;Rabatt
RS00005502;;;26.01.2025;2131 1021 9313 376;03/31;Discover;39;49;0,8;0,5
RS00005503;;;26.01.2025;1800 4547 1549 045;03/26;JCB;94;40;4,0;1,5
RS00005504;;;26.01.2025;;;;109;7;3,0;0,0
RS00005505;213;Morgenstern;26.01.2025;3528 2110 6092 0949 ;11/29;American;71;17;4,0;0,0
RS00005506;;;26.01.2025;4319 8861 2514 5;04/34;Mastercard;81;33;2,0;1,5
RS00005507;275;;26.01.2025;;;;30;44;4,0;1,0
RS00005508;;;26.01.2025;;;;20;38;8,0;0,0
RS00005509;;;26.01.2025;4419 4509 6553 9934 379;09/33;Mastercard;100;44;5,6;1,0
RS00005510;;;26.01.2025;3724 3509 2630 159;05/32;Diners;83;43;0,8;1,5
RS00005511;339;;26.01.2025;;;;40;33;1,0;0,5
RS00005512;213;Morgenstern;26.01.2025;;;;91;41;1,2;0,5
RS00005513;;;26.01.2025;;;;52;16;4,0;0,5
RS00005514;;;26.01.2025;;;;63;24;4,5;0,5
RS00005515;208;;26.01.2025;;;;119;38;2,0;1,5
RS00005516;;;26.01.2025;;;;88;16;0,5;0,5
RS00005517;;;26.01.2025;3596 1473 5309 6525 ;04/34;Mastercard;20;45;8,0;0,5
RS00005518;24;;26.01.2025;4848 5543 3294 5942 ;02/26;Maestro;100;20;5,6;1,5
RS00005519;160;;26.01.2025;3483 9789 8439 840;02/35;VISA;105;20;5,0;1,5
RS00005520;;;26.01.2025;1800 6948 7626 084;01/30;VISA;71;14;4,0;2,5
RS00005521;;;26.01.2025;;;;8;41;8,0;1,0
RS00005522;242;WochenendGLück;26.01.2025;2700 9090 4029 0554 ;05/28;Diners;24;40;3,0;2,0
RS00005523;;;26.01.2025;;;;70;11;8,0;0,5
RS00005524;;;26.01.2025;;;;7;7;8,0;1,5
RS00005525;;;26.01.2025;6011 4354 1935 6102 ;10/27;Mastercard;4;4;5,0;2,0
RS00005526;206;;26.01.2025;;;;78;48;2,0;2,0
RS00005527;;;26.01.2025;3026 1840 9501 01;02/26;JCB;99;32;3,8;1,5
RS00005528;396;Abendröte;26.01.2025;5038 9063 4325 ;05/31;JCB;90;2;1,0;0,5
RS00005529;304;Abendröte;26.01.2025;;;;38;9;0,5;0,0
RS00005530;331;;26.01.2025;4211 1489 5521 0450 448;01/31;American;29;15;1,5;3,0
RS00005531;;;26.01.2025;;;;22;21;2,0;0,0
RS00005532;379;;26.01.2025;4222 6536 8929 5;02/27;Mastercard;24;21;3,0;0,0
RS00005533;;;26.01.2025;4762 7351 8868 9421 143;05/30;VISA;70;13;8,0;0,5
RS00005534;;;26.01.2025;3534 0400 7239 3221 ;12/32;JCB;78;10;2,0;1,0
RS00005535;132;;26.01.2025;3585 2557 4571 7402 ;06/25;VISA;10;32;0,5;1,0
RS00005536;;;26.01.2025;6759 2569 0744 ;10/29;VISA;51;15;2,0;0,5
RS00005537;;;26.01.2025;;;;33;45;0,8;2,0
RS00005538;328;Blaetterglueck;26.01.2025;3011 2189 2750 73;05/35;Maestro;59;47;3,0;2,5
RS00005539;;;26.01.2025;4388 6741 2226 7729 285;10/29;Diners;55;24;5,0;0,5
RS00005540;177;WochenendGLück;26.01.2025;;;;35;14;1,0;3,0
RS00005541;23;Druff1848;26.01.2025;;;;30;31;4,0;0,0
RS00005542;207;VolleRose;26.01.2025;;;;30;31;4,0;0,0
RS00005543;;;26.01.2025;;;;115;25;4,5;0,5
RS00005544;;;26.01.2025;;;;107;46;8,0;2,0
RS00005545;;;26.01.2025;4154 6412 8890 2841 ;12/31;JCB;73;39;3,0;2,5
RS00005546;;;26.01.2025;;;;14;24;4,5;1,5
RS00005547;189;;26.01.2025;;;;88;24;0,5;3,0
RS00005548;273;Druff1848;26.01.2025;;;;86;30;0,5;0,5
RS00005549;;;26.01.2025;4595 5410 5957 2137 ;07/34;VISA;81;7;2,0;2,0
RS00005550;53;;26.01.2025;2131 3987 4429 649;12/25;JCB;18;39;6,0;1,5
RS00005551;;;26.01.2025;6011 3642 8152 3963 ;08/32;JCB;45;20;2,0;0,0
RS00005552;;;26.01.2025;;;;77;14;2,0;1,0
RS00005553;;;26.01.2025;;;;2;4;4,0;1,0
RS00005554;;;26.01.2025;;;;49;19;3,8;0,0
RS00005555;14;;26.01.2025;3001 1380 0849 48;02/26;Mastercard;12;47;4,0;2,5
RS00005556;;;26.01.2025;;;;123;38;3,0;1,0
RS00005557;74;;26.01.2025;3004 9975 4881 40;03/31;American;82;43;5,0;1,0
RS00005558;;;26.01.2025;4820 1702 5611 4436 644;02/35;JCB;84;3;0,75;0,0
RS00005559;;;26.01.2025;5547 1668 2253 5348 ;04/32;Maestro;103;17;5,0;1,0
RS00005560;;;26.01.2025;;;;46;28;8,0;0,0
RS00005561;;;26.01.2025;;;;64;17;4,5;0,0
RS00005562;301;Morgenstern;26.01.2025;3572 4249 5527 3895 ;09/26;JCB;53;27;5,0;2,0
RS00005563;;;26.01.2025;3025 0404 1613 38;11/28;VISA;111;45;8,0;3,0
RS00005564;6;;26.01.2025;;;;12;16;4,0;2,5
RS00005565;;;26.01.2025;4019 0218 3340 5537 312;09/28;VISA;113;7;4,5;3,0
RS00005566;89;;26.01.2025;6538 7072 8198 5851 ;07/27;Maestro;114;40;4,5;1,0
RS00005567;;;26.01.2025;;;;42;7;2,4;3,0
RS00005568;;;26.01.2025;3522 0196 0837 1145 ;08/32;JCB;100;24;5,6;3,0
RS00005569;165;;26.01.2025;3511 6689 1895 4850 ;04/30;VISA;80;45;4,0;1,0
RS00005570;212;;26.01.2025;;;;118;20;6,0;0,0
RS00005571;;;26.01.2025;3468 9081 1745 857;06/28;VISA;89;25;0,8;2,5
RS00005572;;;26.01.2025;;;;124;42;3,0;2,0
RS00005573;;;26.01.2025;4773 3617 7979 4;01/34;JCB;50;16;5,6;1,5
RS00005574;;;26.01.2025;;;;59;29;3,0;0,0
RS00005575;338;Abendröte;26.01.2025;;;;65;6;4,5;0,0
RS00005576;308;VolleRose;26.01.2025;2131 2180 4191 291;12/32;VISA;60;49;0,5;2,0
RS00005577;181;VolleRose;26.01.2025;3007 4065 6155 35;04/29;VISA;42;25;2,4;0,5
RS00005578;88;Druff1848;26.01.2025;;;;6;45;7,0;0,5
RS00005579;;;26.01.2025;;;;48;32;4,5;0,0
RS00005580;371;Blaetterglueck;26.01.2025;3783 7236 8899 602;04/27;Discover;23;5;3,0;2,5
RS00005581;321;VolleRose;26.01.2025;;;;5;17;5,0;1,5
RS00005582;;;26.01.2025;;;;114;33;4,5;3,0
RS00005583;26;;26.01.2025;3054 5395 5570 26;07/31;JCB;8;35;8,0;0,0
RS00005584;;;26.01.2025;;;;69;44;2,0;2,5
RS00005585;318;;26.01.2025;6011 3000 9063 1092 ;05/28;VISA;75;38;7,0;2,0
RS00005586;;;26.01.2025;6011 3694 6852 5764 ;02/33;American;2;32;4,0;0,0
RS00005587;;;26.01.2025;;;;106;16;7,0;2,5
RS00005588;;;26.01.2025;;;;16;20;3,0;2,0
RS00005589;369;;26.01.2025;4782 1600 4070 2964 439;05/34;VISA;10;5;0,5;1,0
RS00005590;183;;26.01.2025;3037 1199 4403 70;06/32;VISA;8;15;8,0;3,0
RS00005591;;;26.01.2025;;;;9;13;3,0;2,0
RS00005592;182;;26.01.2025;;;;24;8;3,0;1,5
RS00005593;;;26.01.2025;;;;45;34;2,0;1,0
RS00005594;;;26.01.2025;3041 2021 9112 85;05/35;Diners;83;18;0,8;0,0
RS00005595;;;26.01.2025;;;;62;2;4,0;2,5
RS00005596;;;26.01.2025;;;;119;18;2,0;0,5
RS00005597;387;;26.01.2025;2452 9410 2256 8921 ;07/33;VISA;64;26;4,5;0,5
RS00005598;2;;26.01.2025;4976 6948 4376 6563 259;08/25;VISA;17;38;3,5;1,0
RS00005599;274;;26.01.2025;4409 0337 6555 0447 ;11/29;American;85;6;1,0;2,0
RS00005600;;;26.01.2025;;;;92;18;2,4;0,5
RS00005601;;;26.01.2025;;;;123;37;3,0;1,5
RS00005602;;;26.01.2025;6011 3133 1111 7528 ;12/27;American;73;6;3,0;3,0
RS00005603;;;26.01.2025;3542 2312 3920 8291 ;12/27;Discover;61;1;8,0;2,0
RS00005604;250;GlückAuf;26.01.2025;5863 9229 3476 ;12/34;JCB;22;21;2,0;1,5
RS00005605;39;;26.01.2025;;;;41;22;1,2;1,0
RS00005606;;;26.01.2025;;;;38;12;0,5;2,5
RS00005607;89;;26.01.2025;3740 5346 4897 047;06/30;American;61;41;8,0;0,0
RS00005608;;;26.01.2025;;;;88;16;0,5;1,5
RS00005609;240;Blaetterglueck;26.01.2025;4547 7109 9972 7182 115;12/31;JCB;13;2;4,5;2,5
RS00005610;;;26.01.2025;;;;59;45;3,0;1,5
RS00005611;368;GlückAuf;26.01.2025;;;;59;15;3,0;1,0
RS00005612;275;;26.01.2025;;;;117;6;3,5;1,0
RS00005613;;;26.01.2025;;;;31;1;2,0;0,0
RS00005614;;;26.01.2025;5456 5171 4136 1767 ;01/33;Maestro;49;34;3,8;1,0
RS00005615;371;Blaetterglueck;26.01.2025;;;;74;18;3,0;0,0
RS00005616;;;26.01.2025;;;;24;36;3,0;0,5
RS00005617;;;26.01.2025;;;;113;33;4,5;1,0
RS00005618;;;26.01.2025;;;;5;49;5,0;1,0
RS00005619;;;26.01.2025;;;;66;21;3,0;3,0
RS00005620;;;26.01.2025;;;;38;26;0,5;1,0
RS00005621;98;;26.01.2025;4177 4080 2038 6151 ;11/27;Mastercard;121;44;4,0;1,0
RS00005622;292;Blaetterglueck;26.01.2025;;;;5;16;5,0;1,5
RS00005623;351;VolleRose;26.01.2025;;;;39;32;0,8;2,0
RS00005624;;;26.01.2025;;;;88;42;0,5;0,0
RS00005625;;;26.01.2025;2720 2693 8551 8598 ;08/30;Diners;2;19;4,0;0,5
RS00005626;;;26.01.2025;3052 9635 6390 18;04/30;Mastercard;49;31;3,8;1,0
RS00005627;151;WochenendGLück;26.01.2025;4351 2291 1792 7;07/25;VISA;126;4;4,0;0,0
RS00005628;207;VolleRose;26.01.2025;3014 1570 5169 10;08/31;American;88;45;0,5;2,5
RS00005629;;;26.01.2025;;;;110;36;0,5;1,5
RS00005630;372;;26.01.2025;;;;107;41;8,0;1,0
RS00005631;;;26.01.2025;;;;73;28;3,0;2,0
RS00005632;;;26.01.2025;;;;80;36;4,0;2,5
RS00005633;;;26.01.2025;;;;64;14;4,5;2,0
RS00005634;196;;26.01.2025;6521 7688 3248 1930 ;06/25;VISA;23;7;3,0;2,0
RS00005635;375;Druff1848;26.01.2025;;;;91;12;1,2;0,5
RS00005636;;;26.01.2025;4532 7407 8084 5764 ;07/30;Maestro;87;9;0,5;3,0
RS00005637;191;;26.01.2025;;;;126;13;4,0;1,0
RS00005638;;;26.01.2025;;;;38;49;0,5;1,5
RS00005639;;;26.01.2025;4527 0838 7504 5;02/31;VISA;116;40;3,0;2,0
RS00005640;;;26.01.2025;4817 2759 4778 9866 ;08/30;VISA;9;22;3,0;2,5
RS00005641;67;;26.01.2025;;;;10;15;0,5;0,0
RS00005642;317;Abendröte;26.01.2025;;;;18;10;6,0;2,5
RS00005643;96;Morgenstern;26.01.2025;;;;120;5;8,0;0,5
RS00005644;;;26.01.2025;;;;3;21;5,0;1,5
RS00005645;268;WochenendGLück;26.01.2025;;;;61;8;8,0;1,5
RS00005646;;;26.01.2025;5747 0999 0661 ;11/33;VISA;48;12;4,5;2,5
RS00005647;165;;26.01.2025;;;;43;41;2,3;3,0
RS00005648;;;26.01.2025;;;;4;2;5,0;0,5
RS00005649;;;26.01.2025;;;;35;42;1,0;2,5
RS00005650;369;;26.01.2025;3596 6862 1801 1773 ;04/34;Mastercard;67;10;3,5;1,5
RS00005651;;;26.01.2025;;;;25;25;7,0;2,0
RS00005652;;;26.01.2025;;;;118;38;6,0;3,0
RS00005653;;;26.01.2025;4208 2149 5407 0;05/30;Maestro;59;32;3,0;0,0
RS00005654;;;26.01.2025;;;;26;22;4,0;0,5
RS00005655;;;26.01.2025;;;;105;42;5,0;1,5
RS00005656;;;26.01.2025;4776 6109 6768 0258 343;05/29;Mastercard;109;1;3,0;0,0
RS00005657;259;VolleRose;26.01.2025;4850 6803 8044 7266 229;01/26;VISA;103;1;5,0;1,0
RS00005658;;;26.01.2025;4754 5315 6664 3754 845;09/31;VISA;113;36;4,5;1,0
RS00005659;;;26.01.2025;;;;15;32;4,5;0,0
RS00005660;;;26.01.2025;;;;29;33;1,5;2,0
RS00005661;;;26.01.2025;;;;30;21;4,0;2,5
RS00005662;;;26.01.2025;;;;72;32;2,0;2,5
RS00005663;21;WochenendGLück;26.01.2025;4501 0058 4854 9558 476;11/32;Diners;22;33;2,0;0,5
RS00005664;181;VolleRose;26.01.2025;;;;37;44;0,5;1,0
RS00005665;;;26.01.2025;;;;102;37;4,0;0,0
RS00005666;;;26.01.2025;;;;51;27;2,0;3,0
RS00005667;354;;26.01.2025;5038 3916 2081 ;03/31;VISA;77;1;2,0;1,5
RS00005668;;;26.01.2025;;;;104;47;5,0;1,5
RS00005669;;;26.01.2025;3575 3333 5268 2805 ;03/34;JCB;113;19;4,5;0,5
RS00005670;;;26.01.2025;4611 5010 7858 8;08/29;Maestro;11;2;8,0;0,5
RS00005671;;;26.01.2025;4738 0959 6379 4509 ;02/32;VISA;78;15;2,0;2,0
RS00005672;;;26.01.2025;3430 2023 3513 690;10/33;Mastercard;13;32;4,5;1,5
RS00005673;;;26.01.2025;6011 2575 6803 4953 ;11/33;Maestro;112;10;4,0;2,5
RS00005674;161;Morgenstern;26.01.2025;;;;36;20;0,5;2,5
RS00005675;;;26.01.2025;;;;104;8;5,0;3,0
RS00005676;;;26.01.2025;;;;56;37;7,0;3,0
RS00005677;315;Blaetterglueck;26.01.2025;6011 1873 8435 6811 ;06/31;VISA;2;35;4,0;0,0
RS00005678;;;26.01.2025;;;;84;21;0,75;1,5
RS00005679;;;26.01.2025;;;;119;12;2,0;3,0
RS00005680;;;26.01.2025;;;;116;30;3,0;0,0
RS00005681;;;26.01.2025;;;;79;22;1,5;2,0
RS00005682;;;26.01.2025;3503 2779 4815 9579 ;04/29;VISA;47;42;9,0;3,0
RS00005683;;;26.01.2025;;;;126;26;4,0;0,5
RS00005684;;;26.01.2025;4619 2811 0054 8;03/30;JCB;54;21;5,0;2,5
RS00005685;;;26.01.2025;4574 1332 4671 7455 ;04/31;JCB;7;37;8,0;2,0
RS00005686;386;WochenendGLück;26.01.2025;4850 5320 1138 6658 ;12/31;JCB;40;29;1,0;1,0
RS00005687;;;26.01.2025;2358 9649 0475 5528 ;01/33;Discover;20;8;8,0;1,0
RS00005688;87;;26.01.2025;;;;100;1;5,6;0,0
RS00005689;;;26.01.2025;;;;104;33;5,0;1,0
RS00005690;157;;26.01.2025;;;;119;45;2,0;1,0
RS00005691;44;Morgenstern;26.01.2025;;;;71;40;4,0;2,5
RS00005692;;;26.01.2025;4488 5937 8017 1446 803;05/26;VISA;30;29;4,0;1,0
RS00005693;;;26.01.2025;;;;46;2;8,0;0,0
RS00005694;113;;26.01.2025;;;;25;8;7,0;1,5
RS00005695;124;;26.01.2025;;;;39;42;0,8;1,5
RS00005696;;;26.01.2025;3723 8845 1788 201;01/31;Diners;98;17;4,5;0,5
RS00005697;300;;26.01.2025;2271 6152 0558 7200 ;10/34;VISA;73;27;3,0;1,0
RS00005698;;;26.01.2025;4807 5880 3196 7;10/33;JCB;79;34;1,5;1,0
RS00005699;128;;26.01.2025;3553 8964 5843 1208 ;10/29;JCB;99;28;3,8;1,5
RS00005700;;;26.01.2025;;;;8;48;8,0;0,0
RS00005701;;;26.01.2025;;;;42;42;2,4;1,0
RS00005702;;;26.01.2025;;;;81;29;2,0;2,5
RS00005703;;;26.01.2025;4737 4333 4632 6669 600;10/32;JCB;88;2;0,5;1,0
RS00005704;260;;26.01.2025;3053 9713 5005 29;07/25;American;81;17;2,0;0,5
RS00005705;147;;26.01.2025;4292 0031 4112 3;08/31;JCB;95;27;2,0;3,0
RS00005706;;;26.01.2025;0604 4007 3512 ;11/26;VISA;115;49;4,5;2,0
RS00005707;;;26.01.2025;2276 1625 8581 1202 ;05/34;JCB;79;49;1,5;2,5
RS00005708;114;Druff1848;26.01.2025;;;;23;39;3,0;2,5
RS00005709;;;26.01.2025;5679 2620 5855 ;11/33;Diners;118;38;6,0;1,0
RS00005710;;;26.01.2025;;;;70;36;8,0;2,5
RS00005711;;;26.01.2025;;;;56;14;7,0;0,0
RS00005712;96;Morgenstern;26.01.2025;2131 1105 8198 431;12/33;JCB;18;43;6,0;0,0
RS00005713;297;;26.01.2025;;;;18;6;6,0;0,0
RS00005714;;;26.01.2025;4736 9645 7119 7194 094;12/28;Discover;95;40;2,0;2,0
RS00005715;;;26.01.2025;;;;86;22;0,5;0,0
RS00005716;304;Abendröte;26.01.2025;;;;125;15;7,0;3,0
RS00005717;;;26.01.2025;;;;89;28;0,8;3,0
RS00005718;;;26.01.2025;;;;123;29;3,0;1,0
RS00005719;;;26.01.2025;3559 5354 4661 8872 ;07/26;VISA;3;19;5,0;2,5
RS00005720;;;26.01.2025;5596 1472 0748 1845 ;10/25;VISA;79;15;1,5;2,5
RS00005721;;;26.01.2025;;;;104;25;5,0;3,0
RS00005722;;;26.01.2025;;;;37;42;0,5;1,0
RS00005723;;;26.01.2025;3010 5841 7989 53;04/31;Diners;68;17;6,0;1,0
RS00005724;;;26.01.2025;4146 7776 8686 3;09/27;JCB;116;31;3,0;0,5
RS00005725;53;;26.01.2025;;;;81;4;2,0;2,5
RS00005726;;;26.01.2025;4967 9162 3176 8318 ;02/32;JCB;8;39;8,0;3,0
RS00005727;;;26.01.2025;5878 5836 6491 ;08/34;VISA;28;9;2,0;3,0
RS00005728;;;26.01.2025;5202 2217 4762 1586 ;12/32;Diners;52;8;4,0;0,5
RS00005729;;;26.01.2025;;;;41;26;1,2;1,5
RS00005730;;;26.01.2025;;;;41;32;1,2;1,0
RS00005731;;;26.01.2025;3495 5415 3824 574;03/30;Mastercard;81;31;2,0;0,0
RS00005732;370;Morgenstern;26.01.2025;;;;3;22;5,0;1,0
RS00005733;348;;26.01.2025;2710 6878 8201 9194 ;03/35;VISA;9;15;3,0;0,5
RS00005734;384;Blaetterglueck;26.01.2025;;;;87;29;0,5;2,5
RS00005735;165;;26.01.2025;4032 7966 8636 7;09/33;JCB;64;44;4,5;3,0
RS00005736;;;26.01.2025;4787 4904 9257 9580 ;09/28;VISA;91;29;1,2;3,0
RS00005737;;;26.01.2025;3586 9748 5349 2447 ;12/31;Mastercard;35;47;1,0;2,0
RS00005738;253;Blaetterglueck;26.01.2025;4169 0307 7734 3342 701;11/29;Discover;5;16;5,0;2,0
RS00005739;49;Druff1848;26.01.2025;3772 4458 6404 773;02/28;American;21;12;4,0;2,5
RS00005740;384;Blaetterglueck;26.01.2025;;;;104;42;5,0;1,0
RS00005741;;;26.01.2025;6011 0679 4827 6319 ;04/26;JCB;17;36;3,5;1,0
RS00005742;;;26.01.2025;4135 6294 8751 1806 ;04/32;Discover;103;19;5,0;1,5
RS00005743;;;26.01.2025;;;;60;40;0,5;2,5
RS00005744;265;Morgenstern;26.01.2025;;;;57;15;8,0;1,5
RS00005745;26;;26.01.2025;;;;78;7;2,0;3,0
RS00005746;;;26.01.2025;6542 0306 4825 4810 ;02/28;Discover;13;41;4,5;3,0
RS00005747;;;26.01.2025;4681 1300 4979 5373 ;08/33;JCB;117;47;3,5;1,0
RS00005748;;;26.01.2025;;;;64;6;4,5;1,5
RS00005749;101;Druff1848;26.01.2025;;;;3;12;5,0;2,0
RS00005750;;;26.01.2025;;;;7;37;8,0;2,5
RS00005751;;;26.01.2025;;;;35;47;1,0;1,5
RS00005752;;;26.01.2025;1800 3684 0932 426;02/28;VISA;59;32;3,0;1,5
RS00005753;302;Blaetterglueck;26.01.2025;;;;10;1;0,5;2,0
RS00005754;;;26.01.2025;2706 6865 7057 8590 ;08/30;JCB;24;37;3,0;2,0
RS00005755;194;VolleRose;26.01.2025;;;;114;48;4,5;1,5
RS00005756;;;26.01.2025;;;;107;15;8,0;3,0
RS00005757;;;26.01.2025;;;;7;16;8,0;0,5
RS00005758;226;Morgenstern;26.01.2025;;;;78;47;2,0;2,0
RS00005759;;;26.01.2025;3556 6342 6482 0281 ;03/27;Diners;85;31;1,0;2,0
RS00005760;188;Blaetterglueck;26.01.2025;;;;25;7;7,0;3,0
RS00005761;;;26.01.2025;;;;120;26;8,0;2,5
RS00005762;;;26.01.2025;6534 2838 1921 9530 ;03/34;JCB;92;4;2,4;2,5
RS00005763;238;;26.01.2025;3533 0963 5883 2226 ;06/33;VISA;72;43;2,0;0,5
RS00005764;;;26.01.2025;3766 3246 2220 605;11/32;VISA;50;39;5,6;0,5
RS00005765;;;26.01.2025;4761 4111 7901 7603 ;04/32;VISA;43;12;2,3;0,5
RS00005766;257;Druff1848;26.01.2025;4963 7168 6651 9872 182;10/28;Maestro;73;3;3,0;1,5
RS00005767;13;;26.01.2025;;;;125;8;7,0;3,0
RS00005768;;;26.01.2025;;;;76;43;4,0;3,0
RS00005769;;;26.01.2025;;;;49;34;3,8;2,5
RS00005770;26;;26.01.2025;;;;97;33;9,0;3,0
RS00005771;;;26.01.2025;;;;17;47;3,5;0,5
RS00005772;;;26.01.2025;;;;87;22;0,5;1,0
RS00005773;172;GlückAuf;26.01.2025;;;;70;49;8,0;2,5
RS00005774;;;26.01.2025;4523 5814 2529 8626 ;04/28;JCB;63;4;4,5;1,0
RS00005775;;;26.01.2025;4263 4690 1149 2569 ;10/26;Mastercard;14;19;4,5;2,5
RS00005776;;;26.01.2025;;;;78;8;2,0;1,0
RS00005777;;;26.01.2025;;;;117;9;3,5;1,5
RS00005778;;;26.01.2025;6762 0545 1674 ;10/34;Diners;55;37;5,0;2,0
RS00005779;;;26.01.2025;;;;45;16;2,0;2,0
RS00005780;;;26.01.2025;;;;95;40;2,0;1,5
RS00005781;;;26.01.2025;;;;10;4;0,5;1,0
RS00005782;;;26.01.2025;3587 1554 9511 5468 ;02/30;JCB;22;3;2,0;0,0
RS00005783;;;26.01.2025;;;;107;2;8,0;3,0
RS00005784;;;26.01.2025;;;;82;27;5,0;0,0
RS00005785;;;26.01.2025;;;;57;25;8,0;2,5
RS00005786;;;26.01.2025;5750 9770 6239 ;02/30;JCB;111;40;8,0;1,5
RS00005787;;;26.01.2025;3524 5334 4204 0508 ;09/25;Discover;8;32;8,0;2,0
RS00005788;;;26.01.2025;3570 7921 7531 9728 ;07/34;VISA;75;36;7,0;1,5
RS00005789;;;26.01.2025;4693 9122 1542 0233 ;12/34;JCB;78;39;2,0;1,5
RS00005790;256;;26.01.2025;3635 3456 4904 66;01/27;VISA;9;33;3,0;0,5
RS00005791;;;26.01.2025;;;;69;48;2,0;3,0
RS00005792;;;26.01.2025;3899 0450 1504 51;01/31;JCB;9;14;3,0;0,5
RS00005793;;;26.01.2025;4268 5870 2056 3618 758;03/30;JCB;6;32;7,0;1,5
RS00005794;304;Abendröte;26.01.2025;;;;62;4;4,0;3,0
RS00005795;87;;26.01.2025;4566 8893 2371 1899 ;05/31;Discover;46;30;8,0;2,0
RS00005796;274;;26.01.2025;;;;37;22;0,5;3,0
RS00005797;;;26.01.2025;;;;35;23;1,0;3,0
RS00005798;289;GlückAuf;26.01.2025;2671 3235 1474 2949 ;04/34;JCB;97;38;9,0;2,0
RS00005799;390;VolleRose;26.01.2025;;;;91;35;1,2;3,0
RS00005800;;;26.01.2025;;;;42;39;2,4;2,0
RS00005801;;;26.01.2025;;;;104;26;5,0;1,0
RS00005802;;;26.01.2025;;;;58;6;8,0;1,0
RS00005803;;;26.01.2025;;;;98;6;4,5;2,0
RS00005804;;;26.01.2025;3545 8775 7682 1745 ;05/34;VISA;7;31;8,0;2,0
RS00005805;;;26.01.2025;;;;125;7;7,0;1,5
RS00005806;76;;26.01.2025;;;;83;34;0,8;0,5
RS00005807;;;26.01.2025;;;;48;44;4,5;1,0
